"lingo";"stakeholder_key";"category_level1";"category_level2";"compoundgroup_name";"sampleobscore_key";"varname";"name";"label";"harmonisationlevel";"relatedinfo";"datatype_key";"samplegroup_key";"vartype_key";"sampleobscore_sort";"unit_key";"unit_name";"preferred_unit_name";"preferred_unit_key";"significantdecimals";"extensions";"formula";"zeroallowed";"min";"max";"p50";"p95";"chebi";"casnumber";"inchikey";"iupac";"refs";"molweight_grampermol";"projectname";"category_sort";"sampleobsbase_key";"sampleobsbase_name";"sampleobsbase_label"
"en";"Parc";"Exposure marker";"Metals";"Metals";"ba";"ba";"Barium";"Ba";"Parc";;"decimal";"urine";"measured";11527;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;1.97219659090909;7.45092659090909;"";"7440-39-3";"";"";"https://en.wikipedia.org/wiki/Barium";;"Parc Mixtures project";1013;"Barium";"Barium";"Ba"
"en";"Parc";"Exposure marker";"Metals";"Metals";"ba";"ba";"Barium";"Ba";"Parc";;"decimal";"blood";"measured";11527;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.874934016096399;1.64123046649971;"";"7440-39-3";"";"";"https://en.wikipedia.org/wiki/Barium";;"Parc Mixtures project";1013;"Barium";"Barium";"Ba"
"en";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"baa";"baa";"Benz[a]anthracene";"BaA";"HBM4EU";"parentcompound=Benz[a]anthracene (BaA) (casnumber=56-55-3)";"decimal";"urine";"measured";11250;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;;;"";"56-55-3";"DXBHBZVCASKNBY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1006;"Benz[a]anthracene";"Benz[a]anthracene";"BaA"
"en";"Parc";"Exposure marker";"Glycol ethers";"Glycol ethers";"baac";"baac";"2-butoxyacetic acid";"BAA";"Parc";"parentcompound=2-(2-(2-butoxyethoxy)ethoxy)ethanol (TEGBE) (casnumber=143-22-6);2-(2-butoxyethoxy)ethanol (DEGBE) (casnumber=112-34-5);2-butoxyethanol (EGBE) (casnumber=111-76-2)";"decimal";"urine";"measured";16710;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"2516-93-0";"AJQOASGWDCBKCJ-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/compound/Butoxyacetic-acid";;"Parc Mixtures project";3003;"2-butoxyacetic acid";"2-butoxyacetic acid";"BAA"
"en";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"bap";"bap";"Benzo[a]pyrene";"BaP";"HBM4EU";"parentcompound=Benzo[a]pyrene (BaP) (casnumber=50-32-8)";"decimal";"urine";"measured";11251;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.002;0.0012;"";"50-32-8";"FMMWHPNWAFZXNH-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1006;"Benzo[a]pyrene";"Benzo[a]pyrene";"BaP"
"en";"FHBM";"Effect marker";"Blood and blood composition";"";"baso";"baso";"Total Basophils";"Total Baso";"Vito";"related to= Basophils (Baso);Leukocytes (Leuko)";"integer";"blood";"derived";100003;"amount/µL";"amount/µL";"amount/µL";"amount/µL";;"";"round( leuko [amount/µL] * baso_perc [%] / 100)";;;;;;"";"";"";"";"";;"ZWPFASPhase2";2007;"";"";""
"en";"FHBM";"Effect marker";"Blood and blood composition";"";"baso_perc";"baso_perc";"Percentage Basophils";"%Baso";"Vito";;"decimal";"blood";"measured";1100;"%";"%";"%";"%";;"";"";1;;;;;"";"";"";"";"";;"ZWPFASPhase2";2007;"Basophils";"Basophils";"Baso"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bboehep";"bboehep";"2-hydroxyethyl bis(2-butoxyethyl) phosphate";"BBOEHEP";"HBM4EU";"parentcompound=Tris(2-butoxyethyl) phosphate";"decimal";"urine";"measured";10716;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.031;0.228;"";"";"UQSRKBXTCXVEJL-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"2-hydroxyethyl bis(2-butoxyethyl) phosphate";"2-hydroxyethyl bis(2-butoxyethyl) phosphate";"BBOEHEP"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bboephr";"bboephr";"Bis(2-butoxyethyl) phosphate";"BBOEP";"HBM4EU";"parentcompound=Tris(2-butoxyethyl) phosphate";"decimal";"urine";"measured";10717;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.105;0.314125;"";"14260-97-0";"NNXWIPHZHATIFE-UHFFFAOYSA-M";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Bis(2-butoxyethyl) phosphate";"Bis(2-butoxyethyl) phosphate";"BBOEP"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bcepms";"bcepms";"Bis(2-chloroethyl) phosphate";"BCEP";"HBM4EU";"parentcompound=Bis(2-chloroethyl) phosphate (BCEP) (casnumber=3040-56-0)";"decimal";"urine";"measured";10710;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.338366666666667;3.60195;"";"3040-56-0";"JIRVRDYVMCZPLS-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Bis(2-chloroethyl) phosphate";"Bis(2-chloroethyl) phosphate";"BCEP"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bciphipp";"bciphipp";"1-hydroxy-2propyl bis (1-chloro-2-propyl) phosphate";"BCIPHIPP";"HBM4EU";"parentcompound=Tris(2chloroisopropyl)phosphate (TCIPP)";"decimal";"urine";"measured";10718;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.596;6.225;"";"";"AUUWEOBTRZWTTC-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"1-hydroxy-2propyl bis (1-chloro-2-propyl) phosphate";"1-hydroxy-2propyl bis (1-chloro-2-propyl) phosphate";"BCIPHIPP"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bcippms";"bcippms";"Bis(1-chloro-2-propyl) phosphate";"BCIPP";"HBM4EU";"parentcompound=Tris(2chloroisopropyl)phosphate (TCIPP)";"decimal";"blood";"measured";10700;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"789440-10-4";"";"";"";;"Parc Mixtures project";1004;"Bis(1-chloro-2-propyl) phosphate";"Bis(1-chloro-2-propyl) phosphate";"BCIPP"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bcippms";"bcippms";"Bis(1-chloro-2-propyl) phosphate";"BCIPP";"HBM4EU";"parentcompound=Tris(2chloroisopropyl)phosphate (TCIPP)";"decimal";"urine";"measured";10700;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.156875;1.674;"";"789440-10-4";"";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Bis(1-chloro-2-propyl) phosphate";"Bis(1-chloro-2-propyl) phosphate";"BCIPP"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdcippms";"bdcippms";"Bis(1,3-dichloro-2-propyl) phosphate";"BDCIPP";"HBM4EU";"parentcompound=Tris(1,3-dichloro-2-propyl) phosphate (TDCIPP) (casnumber=13674-87-8)";"decimal";"blood";"measured";10701;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"72236-72-7";"";"";"";;"Parc Mixtures project";1004;"Bis(1,3-dichloro-2-propyl) phosphate";"Bis(1,3-dichloro-2-propyl) phosphate";"BDCIPP"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdcippms";"bdcippms";"Bis(1,3-dichloro-2-propyl) phosphate";"BDCIPP";"HBM4EU";"parentcompound=Tris(1,3-dichloro-2-propyl) phosphate (TDCIPP) (casnumber=13674-87-8)";"decimal";"urine";"measured";10701;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;0.5696;3.727438;"";"72236-72-7";"";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Bis(1,3-dichloro-2-propyl) phosphate";"Bis(1,3-dichloro-2-propyl) phosphate";"BDCIPP"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bde15";"bde15";"Polybrominated diphenylether 15";"BDE-15";"Parc";"parentcompound=Polybrominated diphenylether 15 (BDE-15) (casnumber=2050-47-7)";"decimal";"blood";"measured";10764;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.03;0.03;"";"2050-47-7";"YAWIAFUBXXPJMQ-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Polybrominated diphenylether 15";"Polybrominated diphenylether 15";"BDE-15"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bde17";"bde17";"Polybrominated diphenylether 17";"BDE-17";"Parc";"parentcompound=Polybrominated diphenylether 17 (BDE-17) (casnumber=147217-75-2)";"decimal";"blood";"measured";10765;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.03;0.03;"";"147217-75-2";"VYBFILXLBMWOLI-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Polybrominated diphenylether 17";"Polybrominated diphenylether 17";"BDE-17"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame Retardants";"bde196";"bde196";"2,2',3,3',4,4',5,6'-Octabromodiphenyl ether";"BDE-196";"Parc";;"decimal";"blood";"measured";10792;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.0168;0.181;"";"446255-39-6";"IEWFKOVTVJNWFF-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"2,2',3,3',4,4',5,6'-Octabromodiphenyl ether";"2,2',3,3',4,4',5,6'-Octabromodiphenyl ether";"BDE-196"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame Retardants";"bde197";"bde197";"2,2',3,3',4,4',6,6'-Octabromodiphenyl ether";"BDE-197";"Parc";;"decimal";"blood";"measured";10793;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.07;0.22;"";"117964-21-3";"AAFUUKPTSPVXJH-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"2,2',3,3',4,4',6,6'-Octabromodiphenyl ether";"2,2',3,3',4,4',6,6'-Octabromodiphenyl ether";"BDE-197"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame Retardants";"bde203";"bde203";"2,2',3,4,4',5,5',6-Octabromodiphenyl ether";"BDE-203";"Parc";;"decimal";"blood";"measured";10794;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.0148;0.13;"";"337513-72-1";"RTUZOQFRIPIWPS-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"2,2',3,4,4',5,5',6-Octabromodiphenyl ether";"2,2',3,4,4',5,5',6-Octabromodiphenyl ether";"BDE-203"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bde25";"bde25";"Polybrominated diphenylether 25";"BDE-25";"Parc";"parentcompound=Polybrominated diphenylether 25 (BDE-25) (casnumber=147217-77-4)";"decimal";"blood";"measured";10766;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.03;0.03;"";"147217-77-4";"AURKEOPYVUYTLO-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Polybrominated diphenylether 25";"Polybrominated diphenylether 25";"BDE-25"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bde33";"bde33";"Polybrominated diphenylether 33";"BDE-33";"Parc";"parentcompound=Polybrominated diphenylether 33 (BDE-33) (casnumber=49690-94-0)";"decimal";"blood";"measured";10767;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.03;0.03;"";"49690-94-0";"BUQBQEYUVAKJQK-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Polybrominated diphenylether 33";"Polybrominated diphenylether 33";"BDE-33"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdea";"bdea";"Polybrominated diphenylether 28";"BDE-28";"HBM4EU";"parentcompound=Polybrominated diphenylether 28 (BDE-28) (casnumber=41318-75-6)";"decimal";"cord blood";"measured";10756;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"41318-75-6";"UPNBETHEXPIWQX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 28";"Polybrominated diphenylether 28";"BDE-28"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdea";"bdea";"Polybrominated diphenylether 28";"BDE-28";"HBM4EU";"parentcompound=Polybrominated diphenylether 28 (BDE-28) (casnumber=41318-75-6)";"decimal";"blood";"measured";10756;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.01554;0.0152166666666667;"";"41318-75-6";"UPNBETHEXPIWQX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 28";"Polybrominated diphenylether 28";"BDE-28"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdea";"bdea";"Polybrominated diphenylether 28";"BDE-28";"HBM4EU";"parentcompound=Polybrominated diphenylether 28 (BDE-28) (casnumber=41318-75-6)";"decimal";"urine";"measured";10756;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"41318-75-6";"UPNBETHEXPIWQX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 28";"Polybrominated diphenylether 28";"BDE-28"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeb";"bdeb";"Polybrominated diphenylether 47";"BDE-47";"HBM4EU";"parentcompound=Polybrominated diphenylether 47 (BDE-47) (casnumber=5436-43-1)";"decimal";"blood";"measured";10711;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";0;;;0.00359333333333333;0.0110086363636364;"CHEBI:81584";"5436-43-1";"XYBSIYMGXVUVGY-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 47";"Polybrominated diphenylether 47";"BDE-47"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeb";"bdeb";"Polybrominated diphenylether 47";"BDE-47";"HBM4EU";"parentcompound=Polybrominated diphenylether 47 (BDE-47) (casnumber=5436-43-1)";"decimal";"breast milk";"measured";10711;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"CHEBI:81584";"5436-43-1";"XYBSIYMGXVUVGY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 47";"Polybrominated diphenylether 47";"BDE-47"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeb";"bdeb";"Polybrominated diphenylether 47";"BDE-47";"HBM4EU";"parentcompound=Polybrominated diphenylether 47 (BDE-47) (casnumber=5436-43-1)";"decimal";"urine";"measured";10711;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"CHEBI:81584";"5436-43-1";"XYBSIYMGXVUVGY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 47";"Polybrominated diphenylether 47";"BDE-47"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeb";"bdeb";"Polybrominated diphenylether 47";"BDE-47";"HBM4EU";"parentcompound=Polybrominated diphenylether 47 (BDE-47) (casnumber=5436-43-1)";"decimal";"cord blood";"measured";10711;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;0.008225;"CHEBI:81584";"5436-43-1";"XYBSIYMGXVUVGY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 47";"Polybrominated diphenylether 47";"BDE-47"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdec";"bdec";"Polybrominated diphenylether 99";"BDE-99";"HBM4EU";"parentcompound=Polybrominated diphenylether 99 (BDE-99) (casnumber=60348-60-9)";"decimal";"cord blood";"measured";10757;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"CHEBI:81582";"60348-60-9";"WHPVYXDFIXRKLN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 99";"Polybrominated diphenylether 99";"BDE-99"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdec";"bdec";"Polybrominated diphenylether 99";"BDE-99";"HBM4EU";"parentcompound=Polybrominated diphenylether 99 (BDE-99) (casnumber=60348-60-9)";"decimal";"urine";"measured";10757;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"CHEBI:81582";"60348-60-9";"WHPVYXDFIXRKLN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 99";"Polybrominated diphenylether 99";"BDE-99"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdec";"bdec";"Polybrominated diphenylether 99";"BDE-99";"HBM4EU";"parentcompound=Polybrominated diphenylether 99 (BDE-99) (casnumber=60348-60-9)";"decimal";"breast milk";"measured";10757;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"CHEBI:81582";"60348-60-9";"WHPVYXDFIXRKLN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 99";"Polybrominated diphenylether 99";"BDE-99"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdec";"bdec";"Polybrominated diphenylether 99";"BDE-99";"HBM4EU";"parentcompound=Polybrominated diphenylether 99 (BDE-99) (casnumber=60348-60-9)";"decimal";"blood";"measured";10757;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.013525;0.01658;"CHEBI:81582";"60348-60-9";"WHPVYXDFIXRKLN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 99";"Polybrominated diphenylether 99";"BDE-99"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bded";"bded";"Polybrominated diphenylether 100";"BDE-100";"HBM4EU";"parentcompound=Polybrominated diphenylether 100 (BDE-100) (casnumber=89084-64-8)";"decimal";"urine";"measured";10758;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"89084-64-8";"NSKIRYMHNFTRLR-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 100";"Polybrominated diphenylether 100";"BDE-100"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bded";"bded";"Polybrominated diphenylether 100";"BDE-100";"HBM4EU";"parentcompound=Polybrominated diphenylether 100 (BDE-100) (casnumber=89084-64-8)";"decimal";"cord blood";"measured";10758;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"89084-64-8";"NSKIRYMHNFTRLR-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 100";"Polybrominated diphenylether 100";"BDE-100"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bded";"bded";"Polybrominated diphenylether 100";"BDE-100";"HBM4EU";"parentcompound=Polybrominated diphenylether 100 (BDE-100) (casnumber=89084-64-8)";"decimal";"blood";"measured";10758;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.011295;0.01084;"";"89084-64-8";"NSKIRYMHNFTRLR-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 100";"Polybrominated diphenylether 100";"BDE-100"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdee";"bdee";"Polybrominated diphenylether 153";"BDE-153";"HBM4EU";"parentcompound=Polybrominated diphenylether 153 (BDE-153) (casnumber=68631-49-2)";"decimal";"blood";"measured";10712;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";0;;;0.00296444444444444;0.00934909090909091;"";"68631-49-2";"RZXIRSKYBISPGF-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 153";"Polybrominated diphenylether 153";"BDE-153"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdee";"bdee";"Polybrominated diphenylether 153";"BDE-153";"HBM4EU";"parentcompound=Polybrominated diphenylether 153 (BDE-153) (casnumber=68631-49-2)";"decimal";"urine";"measured";10712;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"68631-49-2";"RZXIRSKYBISPGF-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 153";"Polybrominated diphenylether 153";"BDE-153"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdee";"bdee";"Polybrominated diphenylether 153";"BDE-153";"HBM4EU";"parentcompound=Polybrominated diphenylether 153 (BDE-153) (casnumber=68631-49-2)";"decimal";"cord blood";"measured";10712;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;0.002;"";"68631-49-2";"RZXIRSKYBISPGF-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 153";"Polybrominated diphenylether 153";"BDE-153"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdef";"bdef";"Polybrominated diphenylether 154";"BDE-154";"HBM4EU";"parentcompound=Polybrominated diphenylether 154 (BDE-154) (casnumber=207122-15-4)";"decimal";"cord blood";"measured";10759;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"207122-15-4";"VHNPZYZQKWIWOD-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 154";"Polybrominated diphenylether 154";"BDE-154"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdef";"bdef";"Polybrominated diphenylether 154";"BDE-154";"HBM4EU";"parentcompound=Polybrominated diphenylether 154 (BDE-154) (casnumber=207122-15-4)";"decimal";"urine";"measured";10759;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"207122-15-4";"VHNPZYZQKWIWOD-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 154";"Polybrominated diphenylether 154";"BDE-154"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdef";"bdef";"Polybrominated diphenylether 154";"BDE-154";"HBM4EU";"parentcompound=Polybrominated diphenylether 154 (BDE-154) (casnumber=207122-15-4)";"decimal";"blood";"measured";10759;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.00564;0.010006;"";"207122-15-4";"VHNPZYZQKWIWOD-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 154";"Polybrominated diphenylether 154";"BDE-154"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeg";"bdeg";"Polybrominated diphenylether 183";"BDE-183";"HBM4EU";"parentcompound=Polybrominated diphenylether 183 (BDE-183) (casnumber=207122-16-5)";"decimal";"cord blood";"measured";10760;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"207122-16-5";"ILPSCQCLBHQUEM-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 183";"Polybrominated diphenylether 183";"BDE-183"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeg";"bdeg";"Polybrominated diphenylether 183";"BDE-183";"HBM4EU";"parentcompound=Polybrominated diphenylether 183 (BDE-183) (casnumber=207122-16-5)";"decimal";"urine";"measured";10760;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"207122-16-5";"ILPSCQCLBHQUEM-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 183";"Polybrominated diphenylether 183";"BDE-183"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeg";"bdeg";"Polybrominated diphenylether 183";"BDE-183";"HBM4EU";"parentcompound=Polybrominated diphenylether 183 (BDE-183) (casnumber=207122-16-5)";"decimal";"blood";"measured";10760;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.011934;0.011934;"";"207122-16-5";"ILPSCQCLBHQUEM-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 183";"Polybrominated diphenylether 183";"BDE-183"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeh";"bdeh";"Polybrominated diphenylether 209";"BDE-209";"HBM4EU";"parentcompound=Polybrominated diphenylether 209 (BDE-209) (casnumber=1163-19-5)";"decimal";"cord blood";"measured";10713;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"CHEBI:82436";"1163-19-5";"WHHGLZMJPXIBIX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 209";"Polybrominated diphenylether 209";"BDE-209"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeh";"bdeh";"Polybrominated diphenylether 209";"BDE-209";"HBM4EU";"parentcompound=Polybrominated diphenylether 209 (BDE-209) (casnumber=1163-19-5)";"decimal";"urine";"measured";10713;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"CHEBI:82436";"1163-19-5";"WHHGLZMJPXIBIX-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Polybrominated diphenylether 209";"Polybrominated diphenylether 209";"BDE-209"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeh";"bdeh";"Polybrominated diphenylether 209";"BDE-209";"HBM4EU";"parentcompound=Polybrominated diphenylether 209 (BDE-209) (casnumber=1163-19-5)";"decimal";"breast milk";"measured";10713;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"CHEBI:82436";"1163-19-5";"WHHGLZMJPXIBIX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Polybrominated diphenylether 209";"Polybrominated diphenylether 209";"BDE-209"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeh";"bdeh";"Polybrominated diphenylether 209";"BDE-209";"HBM4EU";"parentcompound=Polybrominated diphenylether 209 (BDE-209) (casnumber=1163-19-5)";"decimal";"blood";"measured";10713;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";0;;;0.0237;0.12023;"CHEBI:82436";"1163-19-5";"WHHGLZMJPXIBIX-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 209";"Polybrominated diphenylether 209";"BDE-209"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdei";"bdei";"Polybrominated diphenylether 66";"BDE-66";"HBM4EU";"parentcompound=Polybrominated diphenylether 66 (BDE-66) (casnumber=189084-61-5)";"decimal";"blood";"measured";10726;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.00702;0.009126;"";"189084-61-5";"DHUMTYRHKMCVAG-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Polybrominated diphenylether 66";"Polybrominated diphenylether 66";"BDE-66"
