"lingo";"stakeholder_key";"category_level1";"category_level2";"compoundgroup_name";"sampleobscore_key";"varname";"name";"label";"harmonisationlevel";"relatedinfo";"datatype_key";"samplegroup_key";"vartype_key";"sampleobscore_sort";"unit_key";"unit_name";"preferred_unit_name";"preferred_unit_key";"significantdecimals";"extensions";"formula";"zeroallowed";"min";"max";"p50";"p95";"chebi";"casnumber";"inchikey";"iupac";"refs";"molweight_grampermol";"projectname";"category_sort";"category_key"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdcippms";"bdcippms";"Bis(1,3-dichloro-2-propyl) phosphate";"BDCIPP";"HBM4EU";"parentcompound(s) = Tris(1,3-dichloro-2-propyl) phosphate (TDCIPP) (casnumber=13674-87-8)";"decimal";"blood";"measured";10701;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"72236-72-7";"";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bde15";"bde15";"Polybrominated diphenylether 15";"BDE-15";"Parc";"parentcompound(s) = Polybrominated diphenylether 15 (BDE-15) (casnumber=2050-47-7)";"decimal";"blood";"measured";10764;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.03;0.03;"";"2050-47-7";"YAWIAFUBXXPJMQ-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bde17";"bde17";"Polybrominated diphenylether 17";"BDE-17";"Parc";"parentcompound(s) = Polybrominated diphenylether 17 (BDE-17) (casnumber=147217-75-2)";"decimal";"blood";"measured";10765;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.03;0.03;"";"147217-75-2";"VYBFILXLBMWOLI-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame Retardants";"bde196";"bde196";"2,2',3,3',4,4',5,6'-Octabromodiphenyl ether";"BDE-196";"Parc";;"decimal";"blood";"measured";10792;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.0168;0.181;"";"446255-39-6";"";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame Retardants";"bde197";"bde197";"2,2',3,3',4,4',6,6'-Octabromodiphenyl ether";"BDE-197";"Parc";;"decimal";"blood";"measured";10793;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.07;0.22;"";"117964-21-3";"";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame Retardants";"bde203";"bde203";"2,2',3,4,4',5,5',6-Octabromodiphenyl ether";"BDE-203";"Parc";;"decimal";"blood";"measured";10794;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.0148;0.13;"";"337513-72-1";"";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bde25";"bde25";"Polybrominated diphenylether 25";"BDE-25";"Parc";"parentcompound(s) = Polybrominated diphenylether 25 (BDE-25) (casnumber=147217-77-4)";"decimal";"blood";"measured";10766;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.03;0.03;"";"147217-77-4";"AURKEOPYVUYTLO-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bde33";"bde33";"Polybrominated diphenylether 33";"BDE-33";"Parc";"parentcompound(s) = Polybrominated diphenylether 33 (BDE-33) (casnumber=49690-94-0)";"decimal";"blood";"measured";10767;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.03;0.03;"";"49690-94-0";"BUQBQEYUVAKJQK-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdea";"bdea";"Polybrominated diphenylether 28";"BDE-28";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 28 (BDE-28) (casnumber=41318-75-6)";"decimal";"urine";"measured";10756;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"41318-75-6";"UPNBETHEXPIWQX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdea";"bdea";"Polybrominated diphenylether 28";"BDE-28";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 28 (BDE-28) (casnumber=41318-75-6)";"decimal";"blood";"measured";10756;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.01554;0.0152166666666667;"";"41318-75-6";"UPNBETHEXPIWQX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdea";"bdea";"Polybrominated diphenylether 28";"BDE-28";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 28 (BDE-28) (casnumber=41318-75-6)";"decimal";"cord blood";"measured";10756;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"41318-75-6";"UPNBETHEXPIWQX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeb";"bdeb";"Polybrominated diphenylether 47";"BDE-47";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 47 (BDE-47) (casnumber=5436-43-1)";"decimal";"cord blood";"measured";10711;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;0.008225;"";"5436-43-1";"XYBSIYMGXVUVGY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeb";"bdeb";"Polybrominated diphenylether 47";"BDE-47";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 47 (BDE-47) (casnumber=5436-43-1)";"decimal";"breast milk";"measured";10711;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"5436-43-1";"XYBSIYMGXVUVGY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeb";"bdeb";"Polybrominated diphenylether 47";"BDE-47";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 47 (BDE-47) (casnumber=5436-43-1)";"decimal";"urine";"measured";10711;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"5436-43-1";"XYBSIYMGXVUVGY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeb";"bdeb";"Polybrominated diphenylether 47";"BDE-47";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 47 (BDE-47) (casnumber=5436-43-1)";"decimal";"blood";"measured";10711;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";0;;;0.00359333333333333;0.0110086363636364;"";"5436-43-1";"XYBSIYMGXVUVGY-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdec";"bdec";"Polybrominated diphenylether 99";"BDE-99";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 99 (BDE-99) (casnumber=60348-60-9)";"decimal";"cord blood";"measured";10757;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"60348-60-9";"WHPVYXDFIXRKLN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdec";"bdec";"Polybrominated diphenylether 99";"BDE-99";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 99 (BDE-99) (casnumber=60348-60-9)";"decimal";"blood";"measured";10757;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.013525;0.01658;"";"60348-60-9";"WHPVYXDFIXRKLN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdec";"bdec";"Polybrominated diphenylether 99";"BDE-99";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 99 (BDE-99) (casnumber=60348-60-9)";"decimal";"urine";"measured";10757;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"60348-60-9";"WHPVYXDFIXRKLN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdec";"bdec";"Polybrominated diphenylether 99";"BDE-99";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 99 (BDE-99) (casnumber=60348-60-9)";"decimal";"breast milk";"measured";10757;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"60348-60-9";"WHPVYXDFIXRKLN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bded";"bded";"Polybrominated diphenylether 100";"BDE-100";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 100 (BDE-100) (casnumber=89084-64-8)";"decimal";"urine";"measured";10758;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"89084-64-8";"NSKIRYMHNFTRLR-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bded";"bded";"Polybrominated diphenylether 100";"BDE-100";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 100 (BDE-100) (casnumber=89084-64-8)";"decimal";"cord blood";"measured";10758;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"89084-64-8";"NSKIRYMHNFTRLR-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bded";"bded";"Polybrominated diphenylether 100";"BDE-100";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 100 (BDE-100) (casnumber=89084-64-8)";"decimal";"blood";"measured";10758;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.011295;0.01084;"";"89084-64-8";"NSKIRYMHNFTRLR-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdee";"bdee";"Polybrominated diphenylether 153";"BDE-153";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 153 (BDE-153) (casnumber=68631-49-2)";"decimal";"cord blood";"measured";10712;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;0.002;"";"68631-49-2";"RZXIRSKYBISPGF-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdee";"bdee";"Polybrominated diphenylether 153";"BDE-153";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 153 (BDE-153) (casnumber=68631-49-2)";"decimal";"urine";"measured";10712;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"68631-49-2";"RZXIRSKYBISPGF-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdee";"bdee";"Polybrominated diphenylether 153";"BDE-153";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 153 (BDE-153) (casnumber=68631-49-2)";"decimal";"blood";"measured";10712;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";0;;;0.00296444444444444;0.00934909090909091;"";"68631-49-2";"RZXIRSKYBISPGF-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdef";"bdef";"Polybrominated diphenylether 154";"BDE-154";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 154 (BDE-154) (casnumber=207122-15-4)";"decimal";"blood";"measured";10759;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.00564;0.010006;"";"207122-15-4";"VHNPZYZQKWIWOD-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdef";"bdef";"Polybrominated diphenylether 154";"BDE-154";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 154 (BDE-154) (casnumber=207122-15-4)";"decimal";"cord blood";"measured";10759;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"207122-15-4";"VHNPZYZQKWIWOD-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdef";"bdef";"Polybrominated diphenylether 154";"BDE-154";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 154 (BDE-154) (casnumber=207122-15-4)";"decimal";"urine";"measured";10759;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"207122-15-4";"VHNPZYZQKWIWOD-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeg";"bdeg";"Polybrominated diphenylether 183";"BDE-183";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 183 (BDE-183) (casnumber=207122-16-5)";"decimal";"blood";"measured";10760;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.011934;0.011934;"";"207122-16-5";"ILPSCQCLBHQUEM-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeg";"bdeg";"Polybrominated diphenylether 183";"BDE-183";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 183 (BDE-183) (casnumber=207122-16-5)";"decimal";"urine";"measured";10760;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"207122-16-5";"ILPSCQCLBHQUEM-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeg";"bdeg";"Polybrominated diphenylether 183";"BDE-183";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 183 (BDE-183) (casnumber=207122-16-5)";"decimal";"cord blood";"measured";10760;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"207122-16-5";"ILPSCQCLBHQUEM-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeh";"bdeh";"Polybrominated diphenylether 209";"BDE-209";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 209 (BDE-209) (casnumber=1163-19-5)";"decimal";"blood";"measured";10713;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";0;;;0.0237;0.12023;"";"1163-19-5";"WHHGLZMJPXIBIX-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeh";"bdeh";"Polybrominated diphenylether 209";"BDE-209";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 209 (BDE-209) (casnumber=1163-19-5)";"decimal";"cord blood";"measured";10713;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"1163-19-5";"WHHGLZMJPXIBIX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeh";"bdeh";"Polybrominated diphenylether 209";"BDE-209";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 209 (BDE-209) (casnumber=1163-19-5)";"decimal";"breast milk";"measured";10713;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"1163-19-5";"WHHGLZMJPXIBIX-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeh";"bdeh";"Polybrominated diphenylether 209";"BDE-209";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 209 (BDE-209) (casnumber=1163-19-5)";"decimal";"urine";"measured";10713;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"1163-19-5";"WHHGLZMJPXIBIX-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdei";"bdei";"Polybrominated diphenylether 66";"BDE-66";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 66 (BDE-66) (casnumber=189084-61-5)";"decimal";"blood";"measured";10726;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.00702;0.009126;"";"189084-61-5";"DHUMTYRHKMCVAG-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdej";"bdej";"Polybrominated diphenylether 71";"BDE-71";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 71 (BDE-71) (casnumber=189084-62-6)";"decimal";"blood";"measured";10727;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"189084-62-6";"COPAGYRSCJVION-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdek";"bdek";"Polybrominated diphenylether 75";"BDE-75";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 75 (BDE-75) (casnumber=189084-63-7)";"decimal";"blood";"measured";10728;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"189084-63-7";"BWCNKMFFUGBFGB-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdel";"bdel";"Polybrominated diphenylether 77";"BDE-77";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 77 (BDE-77) (casnumber=93703-48-1)";"decimal";"blood";"measured";10729;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"93703-48-1";"RYGLOWMCGZHYRQ-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdem";"bdem";"Polybrominated diphenylether 85";"BDE-85";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 85 (BDE-85) (casnumber=182346-21-0)";"decimal";"blood";"measured";10730;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.016848;0.028782;"";"182346-21-0";"DMLQSUZPTTUUDP-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bden";"bden";"Polybrominated diphenylether 119";"BDE-119";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 119 (BDE-119) (casnumber=189084-66-0)";"decimal";"blood";"measured";10731;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"189084-66-0";"KXEOYBYEJCRPGB-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Exposure marker";"Flame retardants";"Flame retardants";"bdeo";"bdeo";"Polybrominated diphenylether 138";"BDE-138";"HBM4EU";"parentcompound(s) = Polybrominated diphenylether 138 (BDE-138) (casnumber=182677-30-1)";"decimal";"blood";"measured";10732;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"182677-30-1";"IZFQCEZFGCMHOM-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1004;"Flame retardants"
"en";"Parc";"Effect marker";"Todo: nog aan te vullen: effect merker die geen categorie heeft";"";"bdnf";"bdnf";"BDNF";;"HBM4EU";;"decimal";"blood";"measured";228;"ng/mL";"ng/mL";"ng/mL";"ng/mL";;"";"";;;;45.12;61.212;"";"";"";"";"";;"HBM4EU Aligned studies";2005;"<TODO: nog aan te vullen effect>"
"en";"Parc";"Effect marker";"Todo: nog aan te vullen: effect merker die geen categorie heeft";"";"bdnf";"bdnf";"BDNF";;"HBM4EU";;"decimal";"urine";"measured";228;"ng/mL";"ng/mL";"ng/mL";"ng/mL";;"";"";;;;2.5325;4.88684;"";"";"";"";"";;"HBM4EU Aligned studies";2005;"<TODO: nog aan te vullen effect>"
"en";"Parc";"Exposure marker";"Metals";"Metals";"be";"be";"Berylium";"Be";"Parc";;"decimal";"urine";"measured";11532;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;;"";"7440-41-7";"ATBAMAFKBVZNFJ-UHFFFAOYSA-N";"";"https://pubchem.ncbi.nlm.nih.gov/element/Beryllium";;"Parc Mixtures project";1013;"Metals"
"en";"Parc";"Exposure marker";"Parabens";"Parabens";"benpar";"benpar";"Benzylparaben";;"Parc";;"decimal";"urine";"measured";2152;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.05;0.05;"";"94-18-8";"MOZDKDIOPSPTBH-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1017;"Parabens"
"en";"Parc";"Exposure marker";"Polycyclic Aromatic Hydrocarbons (PAHs)";"Polycyclic Aromatic Hydrocarbons (PAHs)";"bghip";"bghip";"Benzo[g,h,i]perylene";"BghiP";"HBM4EU";"parentcompound(s) = Benzo[g,h,i]perylene (BghiP) (casnumber=191-24-2)";"decimal";"urine";"measured";11252;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;7e-04;8e-04;"";"191-24-2";"GYFAGKUZYNFMBN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1006;"Polycyclic Aromatic Hydrocarbons (PAHs)"
"en";"Parc";"Exposure marker";"Persistent Organic Pollutants (POPs)";"Pesticides";"bhch";"bhch";"Beta-hexachlorocyclohexane";"bHCH";"Parc";"parentcompound(s) = Hexachlorocyclohexane (HCH) (casnumber=608-73-1)";"decimal";"blood";"measured";15061;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.0196;0.1448;"";"319-85-7";"JLYXXMFPNIAWKQ-CDRYSYESSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1014;"Persistent Organic Pollutants (POPs)"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"bhch";"bhch";"Beta-hexachlorocyclohexane";"bHCH";"Parc";"parentcompound(s) = Hexachlorocyclohexane (HCH) (casnumber=608-73-1)";"decimal";"blood";"measured";15061;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.0196;0.1448;"";"319-85-7";"JLYXXMFPNIAWKQ-CDRYSYESSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Persistent Organic Pollutants (POPs)";"Pesticides";"bhch";"bhch";"Beta-hexachlorocyclohexane";"bHCH";"Parc";"parentcompound(s) = Hexachlorocyclohexane (HCH) (casnumber=608-73-1)";"decimal";"cord blood";"measured";15061;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.007;0.019;"";"319-85-7";"JLYXXMFPNIAWKQ-CDRYSYESSA-N";"";"";;"HBM4EU Existing studies";1014;"Persistent Organic Pollutants (POPs)"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"bhch";"bhch";"Beta-hexachlorocyclohexane";"bHCH";"Parc";"parentcompound(s) = Hexachlorocyclohexane (HCH) (casnumber=608-73-1)";"decimal";"cord blood";"measured";15061;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.007;0.019;"";"319-85-7";"JLYXXMFPNIAWKQ-CDRYSYESSA-N";"";"";;"HBM4EU Existing studies";1008;"Pesticides"
"en";"Parc";"Exposure marker";"Metals";"Metals";"bi";"bi";"Bismuth";"Bi";"Parc";;"decimal";"urine";"measured";11583;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;0.0049575;0.035277;"";"7440-69-9";"JCXGWMGPZLAOME-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1013;"Metals"
"en";"Parc";"Exposure marker";"Metals";"Metals";"bi";"bi";"Bismuth";"Bi";"Parc";;"decimal";"blood";"measured";11583;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.0042174093774273;0.0137767103428036;"";"7440-69-9";"JCXGWMGPZLAOME-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1013;"Metals"
"en";"FHBM";"Effect marker";"Steroid/Sex hormones";"";"bioatt";"bioatt";"Bioavailable testosterone";;"Vito";;"decimal";"blood";"measured";2001;"ng/dL";"ng/dL";"ng/dL";"ng/dL";;"";"";0;;;;;"";"";"";"";"";;"ZWPFASPhase2";2009;"Steroid/Sex hormones"
"en";"Parc";"Exposure marker";"Pesticides";"Pesticides";"boscalid";"boscalid";"Boscalid";"BOSCALID";"Parc";"parentcompound(s) = Boscalid (BOSCALID) (casnumber=188425-85-6)";"decimal";"urine";"measured";12553;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;0.67;3.864;"";"188425-85-6";"WYEMLYFITZORAB-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";1008;"Pesticides"
"en";"Parc";"Exposure marker";"UV-filters (benzophenones)";"UV-filters (benzophenones)";"bp";"bp";"Benzophenone";"BP";"HBM4EU";"parentcompound(s) = Benzophenone (BP) (casnumber=119-61-9)";"decimal";"urine";"measured";13504;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";;;;;8.84527;"";"119-61-9";"";"";"";;"HBM4EU Existing studies";1012;"UV-filters (benzophenones)"
"en";"Parc";"Exposure marker";"UV-filters (benzophenones)";"UV-filters (benzophenones)";"bp";"bp";"Benzophenone";"BP";"HBM4EU";"parentcompound(s) = Benzophenone (BP) (casnumber=119-61-9)";"decimal";"amniotic fluid";"measured";13504;"µg/L";"µg/L";"µg/L";"µg/L";;"";"";;;;;;"";"119-61-9";"";"";"";;"HBM4EU Existing studies";1012;"UV-filters (benzophenones)"
"en";"Parc";"Exposure marker";"Bisphenols";"Bisphenols";"bpa";"bpa";"Bisphenol A total (free+ conjugated)";"BPA total";"HBM4EU";"parentcompound(s) = Bisphenol A (BPA) (casnumber=80-05-7)";"decimal";"urine";"measured";11000;"µg/L";"µg/L";"µg/L";"µg/L";;"crt;sg";"";0;;;1.48179111111111;7.39090888888889;"";"80-05-7";"WGMBWDBRVAKMOO-UHFFFAOYSA-L;IISBACLAFKSPIT-UHFFFAOYSA-N";"";"";;"HBM4EU Aligned studies;HBM4EU Existing studies;Parc Mixtures project";1005;"Bisphenols"
